Timestamp,Reading,Inserting,Updating,Deleting,1 Simul. Reader,50 Simul. Reader,100 Simul. Reader,1 Simul. Task,50 Simul. Task,100 Simul. Task,1 Simul. Transaction,50 Simul. Transaction,100 Simul. Transaction
477.605,0.0001068,9.16e-05,0.000156,4.86e-05,6.36e-05,0.0074788,0.0132594,9.28e-05,0.005139,0.0102126,0.0012752,0.0620302,0.139178
478.892,0.0001574,0.0001506,0.0002018,8.12e-05,8.38e-05,0.0096326,0.0167652,0.0001136,0.005625,0.0107684,0.0019038,0.0589334,0.152569
480.283,0.0001378,0.0001498,0.0002298,8.28e-05,0.0001002,0.008677,0.0187204,0.0001108,0.005313,0.010671,0.0018828,0.078419,0.153149
481.731,0.0001062,9.1e-05,0.0001502,6.88e-05,7.1e-05,0.0083782,0.0181046,9.52e-05,0.006178,0.01271,0.0019062,0.0772424,0.164
483.202,0.0001336,0.0001138,0.0001724,6.74e-05,7.42e-05,0.0091718,0.019099,0.0001218,0.0067198,0.0129716,0.001804,0.0788216,0.164502
484.552,0.0001178,0.000126,0.0002044,7.98e-05,8.78e-05,0.008486,0.017865,0.0001178,0.0064422,0.0135814,0.0015342,0.0688502,0.151838
485.959,0.0001516,0.0001322,0.0001882,6.24e-05,7.76e-05,0.009439,0.0187962,0.0001,0.0072058,0.0116454,0.0017092,0.070181,0.16126
487.407,0.0001502,0.000156,0.0002754,0.0001182,0.0001066,0.0098564,0.0193984,0.0001684,0.0068126,0.0131094,0.0016986,0.079623,0.157368
488.707,0.000137,0.0001138,0.0001726,6.86e-05,9.26e-05,0.0086748,0.0180784,0.0001552,0.006172,0.0110364,0.0014342,0.0668686,0.146574
490.086,0.0001148,9.52e-05,0.0001614,9.28e-05,0.0001014,0.0094246,0.0162172,0.0001068,0.0060046,0.0101958,0.0015954,0.0723122,0.158743
491.512,0.000147,0.0001176,0.0001896,6.86e-05,0.000105,0.009897,0.0187512,0.000159,0.006838,0.0120966,0.0018624,0.0766668,0.157888
492.828,0.0001808,0.000116,0.0002064,6.96e-05,8.88e-05,0.0095654,0.018925,0.0001306,0.0069962,0.0121578,0.0016536,0.0672762,0.145162
494.174,0.0001646,0.0001294,0.0001998,7.6e-05,0.0001046,0.009013,0.0168282,0.0001282,0.0063508,0.0127194,0.0014764,0.0753374,0.146271
495.522,0.0001432,0.0001248,0.0001912,6.52e-05,8.48e-05,0.0083764,0.0171766,0.0001034,0.0067168,0.0130908,0.0017044,0.0705546,0.150582
496.942,0.000158,0.0001186,0.0001726,6.02e-05,7.8e-05,0.0092824,0.0188546,0.000158,0.0067124,0.0119396,0.0023368,0.0774818,0.156102
498.168,0.0001358,0.0001434,0.0002292,7.88e-05,0.000101,0.0092976,0.016517,0.0001102,0.0058078,0.0118174,0.0022006,0.0660758,0.13218
499.544,0.0001122,0.0001286,0.0001816,5.92e-05,8.54e-05,0.008101,0.0143312,0.0001524,0.0052822,0.0107902,0.0014364,0.0731498,0.161016
500.703,0.0001142,0.0001018,0.0002076,8.2e-05,7.36e-05,0.0091106,0.0169516,0.0001106,0.0063014,0.0106084,0.0012882,0.050052,0.136288
502.001,0.000165,0.0001336,0.0002098,7.34e-05,9.84e-05,0.009415,0.0172774,0.0001642,0.0068454,0.013299,0.0014586,0.0640226,0.145943
503.245,0.0001498,0.000152,0.0002264,9.02e-05,0.0001086,0.0102222,0.0159438,0.0001034,0.005389,0.0102536,0.0014628,0.0569606,0.147182
504.506,0.0001266,0.0001198,0.0001704,6.06e-05,0.000102,0.0094566,0.0164114,8.58e-05,0.0049984,0.0106848,0.0013324,0.0562168,0.151885
505.981,0.0001408,0.0001376,0.0001966,6.26e-05,7.92e-05,0.0095672,0.0180042,0.0001642,0.00652,0.0126062,0.0018726,0.0799346,0.165144
507.397,0.0001748,0.0001596,0.000208,0.0001014,9.22e-05,0.0082058,0.015498,0.000148,0.0075208,0.013264,0.0019406,0.0798496,0.1554
508.761,0.0001658,0.000118,0.0002082,8.18e-05,9.52e-05,0.01092,0.019699,0.0001152,0.0075868,0.0137314,0.0019708,0.0807848,0.136831
509.432,7.8e-05,8.06e-05,0.0001482,5.16e-05,5.08e-05,0.0036384,0.0075792,6.04e-05,0.00317,0.0067112,0.0008534,0.0379102,0.0733486
510.118,8.48e-05,7.76e-05,0.0001222,4.66e-05,4.7e-05,0.0033502,0.0065812,5.86e-05,0.0037144,0.007655,0.0008554,0.0382688,0.076103
510.736,8.1e-05,7.6e-05,0.0001162,5.12e-05,5.14e-05,0.0031246,0.0062744,6.36e-05,0.0027112,0.006421,0.0007608,0.0342598,0.0692396
511.352,7.44e-05,8.08e-05,0.0001202,4.64e-05,4.58e-05,0.003365,0.006712,7.7e-05,0.0032538,0.0053816,0.0007032,0.0346714,0.0681264
512.023,6.68e-05,6.44e-05,0.000119,5.74e-05,4.46e-05,0.0031804,0.0059566,7.88e-05,0.0032532,0.006915,0.0010288,0.0395686,0.07353
512.709,7.26e-05,6.72e-05,0.000107,4.26e-05,5.72e-05,0.0071982,0.0116108,7.5e-05,0.003579,0.005503,0.0008372,0.0365826,0.0710274
513.353,6.82e-05,7.34e-05,0.0001218,4.76e-05,4.58e-05,0.0032472,0.0062748,7.62e-05,0.002867,0.0051652,0.0007346,0.0368974,0.0728848
513.987,6.22e-05,8.4e-05,0.0001308,4.8e-05,5.22e-05,0.0030572,0.006175,6.6e-05,0.002736,0.005971,0.0007626,0.0356668,0.071462
514.603,8.52e-05,6.84e-05,0.0001196,4.24e-05,4.58e-05,0.003213,0.0062682,6.72e-05,0.002865,0.005217,0.0007274,0.035209,0.0689838
515.221,6.2e-05,7.08e-05,0.000123,4.92e-05,4.84e-05,0.0032126,0.0063578,7.98e-05,0.0028062,0.0050974,0.0007538,0.035447,0.0691788
515.909,8.32e-05,8.7e-05,0.0001146,4.36e-05,4.42e-05,0.0034088,0.006374,6.72e-05,0.0028702,0.0055242,0.0007392,0.037671,0.0802056
516.522,7.9e-05,8.68e-05,0.0001334,5.68e-05,6.9e-05,0.0031496,0.0063232,7.44e-05,0.0027782,0.005071,0.0007184,0.034975,0.0685758
517.149,0.0001294,0.0001054,0.0001622,5.52e-05,5.64e-05,0.0036304,0.0065178,7.48e-05,0.0027982,0.0052668,0.0007656,0.0369382,0.0686152
517.753,6.86e-05,7.34e-05,0.0001214,4.64e-05,4.36e-05,0.0030444,0.0069676,5.2e-05,0.0026172,0.0051034,0.0007168,0.0331612,0.0683414
518.374,7.38e-05,9.48e-05,0.0001326,4.12e-05,4.4e-05,0.0030984,0.006206,6.9e-05,0.0026874,0.0049932,0.0007768,0.0372754,0.068463
519.057,7.14e-05,7.38e-05,0.0001238,4.06e-05,4.48e-05,0.0031582,0.0065492,6.8e-05,0.0028442,0.0052402,0.0007386,0.034293,0.0828816
519.788,0.00016,0.0001264,0.0001666,6.16e-05,6.44e-05,0.0067298,0.0069958,8.56e-05,0.0029024,0.0050692,0.000723,0.0386808,0.0838986
520.812,8.88e-05,7.18e-05,0.0001176,4.6e-05,4.58e-05,0.0037768,0.0075942,9.14e-05,0.0029132,0.0053268,0.0006814,0.0500554,0.133578
521.517,8.7e-05,9.72e-05,0.0001272,6.46e-05,6.26e-05,0.0047002,0.0094224,0.0001084,0.0037948,0.0067266,0.0009942,0.0376662,0.0767256
522.135,6.58e-05,6.9e-05,0.0001132,4.98e-05,4.98e-05,0.0033334,0.0065588,6.62e-05,0.0030438,0.00525,0.0007882,0.034785,0.0690836
522.844,7.92e-05,8.66e-05,0.0001152,4.72e-05,4.48e-05,0.0033588,0.006493,6.22e-05,0.003244,0.0049896,0.0007888,0.0496502,0.0724982
523.513,9.96e-05,7.88e-05,0.0001144,4.62e-05,6.98e-05,0.0034106,0.006653,8.62e-05,0.002982,0.0063726,0.0007226,0.0387818,0.0738768
524.202,7.74e-05,7.52e-05,0.0001132,4.32e-05,4.44e-05,0.0031374,0.006295,6.34e-05,0.0033368,0.0061178,0.0008008,0.0373532,0.0799334
524.942,6.76e-05,7.78e-05,0.0001184,4.66e-05,4.44e-05,0.003368,0.0065134,7.28e-05,0.0032302,0.004962,0.0007188,0.040173,0.0883078
525.559,9.14e-05,8.34e-05,0.0001318,4.78e-05,4.96e-05,0.0033538,0.006499,6.54e-05,0.0034732,0.005119,0.0008048,0.0340704,0.0691914
526.251,8.76e-05,6.68e-05,0.0001106,4.1e-05,5.16e-05,0.0029932,0.006199,7.1e-05,0.0029564,0.0053822,0.0007528,0.0351244,0.0842946
526.873,6.7e-05,7.08e-05,0.0001164,4.48e-05,4.92e-05,0.0030932,0.006926,9.56e-05,0.0025336,0.0050676,0.0007556,0.037328,0.0678478
527.529,7.42e-05,7.06e-05,0.000111,3.82e-05,4.38e-05,0.003163,0.0061636,7.22e-05,0.0027348,0.0050392,0.0007208,0.0342698,0.0781964
528.124,6.64e-05,7.72e-05,0.000119,5.16e-05,6.16e-05,0.0031458,0.0063172,6.84e-05,0.002764,0.0049582,0.0007648,0.0342828,0.0661164
528.739,7.36e-05,6.84e-05,0.000117,6.24e-05,4.48e-05,0.0031936,0.0061632,6.18e-05,0.0026382,0.005276,0.0007294,0.035788,0.0683612
529.363,7.92e-05,7.3e-05,0.0001134,4.36e-05,4.42e-05,0.0031226,0.006032,6.4e-05,0.0027096,0.0050942,0.0007042,0.0377324,0.0684854
529.985,6.14e-05,7.02e-05,0.0001104,4.2e-05,5.02e-05,0.0030686,0.0061736,9.84e-05,0.0028826,0.0058692,0.0007878,0.0372548,0.06769
530.666,6.92e-05,6.76e-05,0.000112,3.76e-05,5.32e-05,0.0042808,0.0067952,8.24e-05,0.0027952,0.0056862,0.0007948,0.0340242,0.080867
531.459,7.66e-05,6.6e-05,0.000114,3.8e-05,5.26e-05,0.0032436,0.006272,6.56e-05,0.0028288,0.0054686,0.0006932,0.0417864,0.0974938
532.329,6.98e-05,6.42e-05,0.0001308,4.6e-05,5.74e-05,0.0058428,0.011467,6.9e-05,0.0042312,0.0085104,0.0012164,0.0481978,0.093735
533.203,7.88e-05,6.92e-05,0.0001114,4.1e-05,4.74e-05,0.0050448,0.0103464,8.32e-05,0.003942,0.0070218,0.0010766,0.0490906,0.09744
534.117,7.88e-05,7.66e-05,0.0001262,4.62e-05,4.96e-05,0.0048278,0.0106402,6.28e-05,0.0040176,0.0084382,0.0010046,0.047243,0.105874
535.021,9.02e-05,8.36e-05,0.0001284,5.68e-05,7.54e-05,0.0054926,0.0116512,7.94e-05,0.0043896,0.0088276,0.0011956,0.0458204,0.102484
535.928,7.86e-05,7.92e-05,0.0001258,4.54e-05,5.58e-05,0.006637,0.0121368,7.8e-05,0.0041726,0.0081558,0.0010552,0.0455854,0.102827
536.964,9.48e-05,7.54e-05,0.0001226,4.4e-05,6.9e-05,0.0067772,0.0120482,7.22e-05,0.004475,0.008831,0.001249,0.050589,0.122311
538.189,0.0001326,0.0001352,0.0001834,6.76e-05,9.88e-05,0.0095862,0.0154374,0.0001076,0.0056562,0.0101842,0.001494,0.0562114,0.145043
539.574,0.0001582,0.0001382,0.0001798,8.4e-05,9.58e-05,0.0088898,0.0182014,0.0001292,0.0072502,0.0125584,0.001705,0.0779184,0.149271
540.985,0.000171,0.0001174,0.0001686,7.2e-05,8.76e-05,0.008574,0.0177204,0.0001208,0.0074542,0.0126438,0.0016112,0.0690224,0.163863
542.073,0.00015,0.0001214,0.0002052,7.16e-05,7.88e-05,0.0094662,0.0183848,0.0001232,0.0066274,0.0498028,0.0014198,0.0516876,0.0788426
542.756,8.62e-05,8.1e-05,0.0001326,5.82e-05,5.28e-05,0.0037822,0.0074578,6.3e-05,0.0033032,0.0062304,0.0009158,0.0389074,0.075136
543.389,8.06e-05,7.36e-05,0.000119,4.92e-05,4.58e-05,0.0032622,0.0062692,7.9e-05,0.002925,0.0051966,0.0007918,0.037646,0.0697238
544.013,5.68e-05,6.86e-05,0.0001148,4.08e-05,4.54e-05,0.0030982,0.0068496,7.54e-05,0.0028796,0.005648,0.0007898,0.0353794,0.069394
544.636,7.18e-05,8.26e-05,0.0001204,5.32e-05,7.96e-05,0.0031976,0.0063588,7.46e-05,0.002704,0.0050138,0.000759,0.034458,0.0712096
545.35,7.8e-05,9.5e-05,0.0001302,4.6e-05,4.62e-05,0.0032172,0.006635,7.08e-05,0.0027742,0.0050242,0.0007818,0.0468976,0.0767116
546.009,7.08e-05,7.8e-05,0.0001096,4.62e-05,5.22e-05,0.003182,0.0062716,5.58e-05,0.0028112,0.0061774,0.00093,0.0386724,0.0729014
546.637,0.0001084,7.7e-05,0.0001432,4.52e-05,4.5e-05,0.003313,0.0061058,6.84e-05,0.0026594,0.0050928,0.0007816,0.0372418,0.0695432
547.252,8e-05,8.02e-05,0.0001194,5.36e-05,5.1e-05,0.0034248,0.0072942,7.3e-05,0.0029374,0.0053126,0.0007302,0.0340628,0.0684496
547.876,6.92e-05,8.36e-05,0.0001216,4.72e-05,4.42e-05,0.0030166,0.0062182,5.98e-05,0.0025772,0.0048316,0.000747,0.0363576,0.0702554
548.497,8.72e-05,7.76e-05,0.0001212,4.26e-05,4.4e-05,0.0032062,0.0067032,6.3e-05,0.0029606,0.0051428,0.0007534,0.034946,0.069626
549.199,7.12e-05,6.28e-05,0.0001142,4.26e-05,5.96e-05,0.0039006,0.0061288,6.54e-05,0.0037262,0.0069502,0.000755,0.0440018,0.0742132
549.808,7.04e-05,7.14e-05,0.0001238,4.88e-05,4.84e-05,0.0031556,0.0063398,7.12e-05,0.0026732,0.0049926,0.000726,0.0344648,0.0685558
550.416,7.06e-05,6.76e-05,0.0001284,5.02e-05,4.82e-05,0.0033314,0.0064222,6.3e-05,0.0026658,0.00551,0.0008132,0.03315,0.0690054
551.026,8.12e-05,8.1e-05,0.0001202,4.66e-05,4.44e-05,0.0031716,0.0062734,6.34e-05,0.0027554,0.0053344,0.0008552,0.0341264,0.0685868
551.642,6.6e-05,7.82e-05,0.0001164,4.1e-05,5.22e-05,0.0031836,0.0062748,8.04e-05,0.0028484,0.005106,0.0007472,0.0354014,0.0689218
552.258,8.66e-05,7.7e-05,0.000126,5.02e-05,4.38e-05,0.003168,0.0063342,7.1e-05,0.0033282,0.0052818,0.0007808,0.03505,0.068413
552.887,8.12e-05,8.9e-05,0.000143,5.32e-05,5.52e-05,0.0032794,0.006353,6.68e-05,0.0027252,0.0048224,0.00084,0.034116,0.0728198
553.744,8.86e-05,8.82e-05,0.0001114,4.38e-05,5.52e-05,0.0057252,0.01213,0.0001094,0.0051192,0.0069868,0.00069,0.0341198,0.105676
554.448,9e-05,9.06e-05,0.000151,5.42e-05,6.24e-05,0.0064208,0.0085622,8.8e-05,0.003361,0.0063594,0.0008664,0.0393678,0.0746836
555.311,8.88e-05,6.94e-05,0.0001154,4.96e-05,5.06e-05,0.0043512,0.0148818,9.12e-05,0.0038962,0.0084652,0.0011286,0.0448314,0.0941388
556.171,8.1e-05,7.9e-05,0.0001192,5.64e-05,6.46e-05,0.0034212,0.0068356,6.64e-05,0.0033784,0.0054924,0.0007516,0.0543048,0.096961
557.09,0.0001206,0.0001016,0.0001622,5.88e-05,8.58e-05,0.006289,0.011911,7.32e-05,0.00476,0.0076834,0.000999,0.0455008,0.105716
557.989,9.58e-05,7.44e-05,0.0001202,7.02e-05,9.82e-05,0.0064454,0.012475,7.76e-05,0.004372,0.007933,0.001192,0.0465016,0.0999372
558.915,9.46e-05,8.94e-05,0.0001318,4.88e-05,6.24e-05,0.0052662,0.0106398,6.1e-05,0.0044196,0.0079224,0.0011458,0.047688,0.107091
560.334,0.0001388,0.0001254,0.0001476,5.54e-05,5.76e-05,0.0077464,0.0161894,8.92e-05,0.0061716,0.0117004,0.0017294,0.0799674,0.159234
561.553,0.0001876,0.0001878,0.0002706,0.0001126,0.000117,0.010236,0.017023,0.0001126,0.0055334,0.0088344,0.0011632,0.0607658,0.138654
563.007,0.0001252,9.94e-05,0.000161,7.32e-05,7.58e-05,0.0091648,0.0185672,0.0001604,0.0071634,0.0138344,0.0020046,0.0768438,0.161971
564.454,0.000137,0.0001072,0.0001912,6.62e-05,7.76e-05,0.0092472,0.0173502,8.74e-05,0.0077438,0.0126302,0.0016916,0.0809882,0.15852
565.804,0.0001992,0.000163,0.000223,8.66e-05,9.3e-05,0.0096108,0.016658,0.0001176,0.0062998,0.013352,0.0017832,0.0802176,0.140687
567.22,0.0001628,0.0001394,0.0001814,6.94e-05,8.7e-05,0.0092008,0.0171366,8.72e-05,0.0067996,0.012132,0.0016272,0.0710854,0.164016
568.628,0.0001508,0.0001386,0.0002188,7.42e-05,0.0001488,0.0094224,0.0185396,9.8e-05,0.0069806,0.0119754,0.0017072,0.0767628,0.154874
569.981,0.000154,0.0001316,0.0001956,8.16e-05,9.76e-05,0.0091554,0.018186,0.0001498,0.0067754,0.0114364,0.0015432,0.069123,0.152874
571.339,0.0001226,0.0001264,0.0002054,7.38e-05,7.46e-05,0.0085374,0.0165324,0.0001168,0.0065004,0.0105698,0.0014938,0.0733118,0.153527
572.754,0.000175,0.0001418,0.0002384,7.88e-05,0.000114,0.008864,0.0171324,0.0001222,0.0060402,0.012217,0.001698,0.0753276,0.160343
574.161,0.0001052,0.0001276,0.0002358,8.74e-05,9.04e-05,0.0100826,0.0177222,0.0001148,0.006704,0.0119976,0.001689,0.0701698,0.161758
575.587,0.0001826,0.0001574,0.0001924,8.4e-05,9.74e-05,0.0091546,0.017236,0.0001274,0.0059456,0.0109294,0.0015856,0.075738,0.163171
576.823,0.00014,0.0001188,0.0002078,6.4e-05,7.72e-05,0.0089012,0.0180746,0.0001132,0.006337,0.0133314,0.0016232,0.0637982,0.133831
578.113,0.0001414,0.0001418,0.000177,0.0001002,8.92e-05,0.0080034,0.0143256,0.0001094,0.0059382,0.0099994,0.001365,0.060609,0.156589
579.498,0.0001404,0.0001208,0.000182,6.3e-05,7.56e-05,0.008379,0.0170338,9.98e-05,0.0058976,0.013311,0.001528,0.0748072,0.154825
580.845,0.0001406,0.0001074,0.000218,7.06e-05,9.46e-05,0.0087294,0.0161196,0.0001062,0.005526,0.011161,0.0015036,0.0712942,0.153832
582.312,0.0001888,0.0001594,0.000218,8.72e-05,8.68e-05,0.0094946,0.0188358,0.0001066,0.006943,0.0135782,0.0019824,0.0795164,0.161666
583.589,0.0001052,0.0001288,0.000175,6.4e-05,7.7e-05,0.0084696,0.0145878,9.06e-05,0.0050586,0.0107768,0.001424,0.062951,0.150978
584.975,0.0001426,0.0001738,0.0001862,7.18e-05,8.12e-05,0.0092772,0.0175658,0.0001056,0.006382,0.012162,0.0019246,0.0736608,0.155022
586.142,0.000145,0.0001132,0.0001872,6.94e-05,7.74e-05,0.0089748,0.0169106,0.0001118,0.0064156,0.0125782,0.001708,0.0777772,0.107631
587.334,8.62e-05,7.68e-05,0.000145,4.46e-05,5.16e-05,0.0074022,0.015235,9.82e-05,0.0060164,0.0124782,0.0016984,0.0786108,0.115941
588.656,7.78e-05,7.24e-05,0.0001184,4.36e-05,5.04e-05,0.0055144,0.0085494,7.74e-05,0.0047966,0.009681,0.0012642,0.0716926,0.162082
590.061,0.0001076,0.0001332,0.000183,8.6e-05,7.48e-05,0.0096298,0.0169852,0.000113,0.0064472,0.0116228,0.0016138,0.0729928,0.160541
591.453,0.0001458,0.0001376,0.0001964,7.46e-05,0.000103,0.0106348,0.0179388,0.0001212,0.006962,0.0135174,0.0024786,0.0781182,0.147424
592.364,9.86e-05,9.82e-05,0.000175,8.38e-05,7.7e-05,0.0092452,0.0417032,0.0001138,0.005182,0.0092044,0.0010038,0.040375,0.0743794
593.066,0.0001044,0.0001088,0.0001234,4.98e-05,6.24e-05,0.0034908,0.0070906,7.32e-05,0.0029486,0.0055944,0.0008242,0.045433,0.0740902
593.713,9.46e-05,7.74e-05,0.000113,4.02e-05,5.52e-05,0.0034332,0.0070726,8.52e-05,0.0030166,0.0056108,0.0008596,0.0374804,0.0710878
594.323,0.0001116,7.74e-05,0.0001372,4.98e-05,5.32e-05,0.0032866,0.0066812,6.38e-05,0.002824,0.0055866,0.0007654,0.0336918,0.068338
595.055,7.78e-05,8.08e-05,0.000109,4.82e-05,5.14e-05,0.0030248,0.0060914,6.76e-05,0.002614,0.0046994,0.0006838,0.0434502,0.0850222
595.753,8.44e-05,7.28e-05,0.0001224,4.54e-05,6.72e-05,0.004828,0.0078354,9.08e-05,0.0034164,0.0059124,0.0008406,0.0455198,0.0702214
596.372,7.26e-05,7.82e-05,0.0001132,4.34e-05,4.44e-05,0.0031968,0.0065266,7.06e-05,0.002691,0.0058318,0.0006976,0.0348306,0.0692864
596.985,7.76e-05,6.74e-05,0.0001056,3.96e-05,4.42e-05,0.0032294,0.0061468,7.04e-05,0.0026574,0.0049484,0.0007456,0.0361932,0.067862
597.614,8.32e-05,8.24e-05,0.000115,5.04e-05,4.92e-05,0.003173,0.0062056,6.4e-05,0.0028236,0.0057154,0.0006542,0.0377358,0.0687518
598.212,7.52e-05,6.5e-05,0.0001084,4.02e-05,4.42e-05,0.0030228,0.0060194,6.86e-05,0.002682,0.005714,0.000789,0.0340116,0.0666028
598.888,6.8e-05,7.38e-05,0.0001114,4.34e-05,4.8e-05,0.0031248,0.006095,6.2e-05,0.0026088,0.0051698,0.000808,0.035699,0.0809276
599.488,7.56e-05,6.42e-05,0.000118,4.9e-05,4.48e-05,0.0031626,0.0061834,6.54e-05,0.002756,0.0049096,0.0007446,0.03396,0.0675844
600.091,6.2e-05,6.42e-05,0.000119,4.26e-05,4.88e-05,0.0030608,0.0064118,7.68e-05,0.0027074,0.0050722,0.0007556,0.0339724,0.067745
600.693,7.6e-05,6.44e-05,0.0001052,3.76e-05,4.44e-05,0.0030636,0.0062182,7.4e-05,0.0025334,0.0048012,0.0006496,0.0357548,0.0665378
601.307,8.06e-05,7.42e-05,0.000124,4.8e-05,4.56e-05,0.0030252,0.0069288,6.64e-05,0.00275,0.0050288,0.0007526,0.0354842,0.0682012
602.007,7.78e-05,8.56e-05,0.0001414,5.3e-05,7.26e-05,0.0032344,0.0065022,6.54e-05,0.002623,0.0048724,0.0007358,0.0379252,0.0830646
602.887,7.56e-05,7.32e-05,0.0001154,4.1e-05,4.48e-05,0.0062648,0.0436006,7.24e-05,0.0050164,0.0066982,0.0008542,0.0384938,0.0742306
603.504,8.88e-05,8.54e-05,0.0001316,5.8e-05,5.44e-05,0.0031306,0.0060702,7.54e-05,0.002759,0.0051634,0.0008312,0.0348944,0.069649
604.249,6.38e-05,5.76e-05,0.0001078,4.86e-05,5.18e-05,0.0032806,0.0097534,9.6e-05,0.0039582,0.0086636,0.0011946,0.0456156,0.0756656
604.953,7.62e-05,7.82e-05,0.000124,4.76e-05,5.5e-05,0.0034946,0.0072992,6.3e-05,0.0030014,0.005555,0.000771,0.0374144,0.0823618
605.653,6.12e-05,7.58e-05,0.0001218,5e-05,5.3e-05,0.0053618,0.0089276,8e-05,0.0036078,0.0069116,0.000846,0.0381704,0.0752764
606.368,8.82e-05,8.34e-05,0.000129,5.36e-05,4.74e-05,0.0032572,0.0063046,6.68e-05,0.0027732,0.0051802,0.0008302,0.0382792,0.085445
607.008,0.0001014,8.34e-05,0.000128,6.8e-05,5.44e-05,0.0031248,0.006484,7.3e-05,0.002738,0.0050732,0.000769,0.0377362,0.071245
607.62,8.04e-05,7.68e-05,0.0001304,7.32e-05,4.62e-05,0.003256,0.006204,7.04e-05,0.0027286,0.0050726,0.0008502,0.0350846,0.0683174
608.224,9.12e-05,8.16e-05,0.0001426,4.8e-05,4.56e-05,0.0031048,0.0061448,5.86e-05,0.0027236,0.0049664,0.0008,0.0349142,0.067382
608.909,9.26e-05,9.98e-05,0.0001898,6.68e-05,5.34e-05,0.0031944,0.0062048,6.66e-05,0.0026052,0.0049246,0.0012576,0.0431444,0.074732
609.562,8.02e-05,8.38e-05,0.000139,4.96e-05,4.92e-05,0.0036882,0.0069194,8.8e-05,0.0031632,0.0061876,0.0007546,0.0352498,0.073739
610.189,0.0001014,7.98e-05,0.0001178,4.36e-05,4.44e-05,0.0043384,0.0071552,6.26e-05,0.0027704,0.0052566,0.000769,0.033849,0.0703648
610.814,6.98e-05,7e-05,0.0001114,4.02e-05,5.28e-05,0.0031636,0.0064058,5.8e-05,0.002635,0.0048108,0.00084,0.0347624,0.0717084
611.436,0.0001126,9.78e-05,0.00014,6.86e-05,5.02e-05,0.0031114,0.0060486,8.64e-05,0.0030908,0.0050586,0.0007078,0.0352334,0.0702468
612.042,7.64e-05,7.78e-05,0.0001232,5.24e-05,4.68e-05,0.003044,0.0062476,6.6e-05,0.0027234,0.0049048,0.0008822,0.0342574,0.0682064
612.662,8.82e-05,8.74e-05,0.0001342,5.52e-05,5.6e-05,0.003095,0.0069252,7.42e-05,0.0029754,0.0053284,0.0007304,0.0349496,0.069107
613.412,6.42e-05,8.44e-05,0.0001182,4.82e-05,4.84e-05,0.0031828,0.0061004,6.84e-05,0.0026588,0.0051828,0.0007738,0.0346136,0.0968002
614.119,7.02e-05,7.74e-05,0.0001162,4.06e-05,4.44e-05,0.0061454,0.0070254,6.32e-05,0.0031372,0.0057704,0.0008218,0.0414418,0.07627
614.837,7.44e-05,8.42e-05,0.0001196,4.92e-05,4.92e-05,0.00387,0.0065246,7.26e-05,0.0027876,0.0056588,0.0007868,0.0367584,0.0863148
615.676,7.68e-05,7.42e-05,0.000128,5.9e-05,4.82e-05,0.003354,0.0065142,6.46e-05,0.0027944,0.0051222,0.0007916,0.0431698,0.105245
616.625,0.000103,7.94e-05,0.0001334,4.28e-05,5.2e-05,0.0057954,0.012556,0.000107,0.004161,0.0082234,0.0013366,0.0511816,0.105645
617.555,7.88e-05,0.0001024,0.0001408,5.7e-05,8.72e-05,0.007197,0.0119896,9.88e-05,0.0042562,0.0075644,0.0010856,0.0469978,0.105746
618.909,8.78e-05,7.66e-05,0.0001406,4.92e-05,5.24e-05,0.008159,0.016339,7.52e-05,0.0059772,0.0122412,0.0017,0.076039,0.149569
620.252,0.0001642,0.0001402,0.0001944,9.24e-05,0.0001072,0.0102334,0.017573,0.0001228,0.007038,0.0105506,0.0015094,0.070134,0.150219
621.649,0.0001878,0.0001398,0.0002256,7.28e-05,8.66e-05,0.008707,0.018167,0.0001224,0.0062528,0.0120104,0.0016568,0.0770714,0.15398
622.722,0.0001466,0.0001426,0.0002098,0.0001254,9.04e-05,0.0100248,0.0190446,0.0001282,0.0068158,0.0126226,0.0014906,0.053661,0.10955
624.059,7.46e-05,7.24e-05,0.0001194,4.36e-05,5.1e-05,0.0073598,0.0134742,8.68e-05,0.0054802,0.0086786,0.0012752,0.0720982,0.158313
625.54,0.0001206,0.0001356,0.0001728,6.3e-05,8.82e-05,0.0100298,0.0177558,0.0001046,0.0067356,0.0125576,0.001771,0.0805266,0.165573
627.007,0.0001402,0.000136,0.0002112,9.84e-05,0.0001016,0.0102164,0.0179156,0.00012,0.0069158,0.0114342,0.0020234,0.0797712,0.163633
628.337,9.88e-05,9.66e-05,0.0001962,7.18e-05,0.0001158,0.0095216,0.0169168,0.0001324,0.006314,0.0126116,0.0017964,0.072743,0.144978
629.806,0.0001294,0.0001136,0.0001744,7.56e-05,7.4e-05,0.0098796,0.0183962,0.0001478,0.0064376,0.0135662,0.0018368,0.0774562,0.164925
631.187,0.0001386,0.0001346,0.000205,7.58e-05,0.000106,0.0095768,0.0183746,9.56e-05,0.0060584,0.01049,0.0015918,0.0679074,0.1609
632.594,0.0001206,0.0001162,0.0002172,8.24e-05,9.36e-05,0.0096646,0.0174864,0.0001028,0.0074958,0.0123372,0.0019268,0.0818762,0.149384
634.047,0.000152,0.000136,0.0001816,7.24e-05,8.74e-05,0.0093358,0.0153868,8.06e-05,0.0059248,0.0122108,0.001805,0.0799682,0.164751
