Timestamp,Reading 1,Reading 5, Reading 10, Inserting 1,Inserting 5,Inserting 10, Updating 1,Updating 5,Updating 10, Deleting 1,Deleting 5,Deleting  10, 10 Simul. Readers,50 Simul. Reader,100 Simul. Readers,10 Simul. Tasks,50 Simul. Tasks,100 Simul. Tasks,10 Simul. Transactions,50 Simul. Transactions,100 Simul. Transactions
39.9856,381.965,77.7096,47.6967,391.998,108.335,64.417,436.128,95.9839,56.952,341.943,54.9752,31.4683,55.758,34.2233,36.2428,93.2251,49.6175,40.4955
