Timestamp,Reading 1,Reading 5, Reading 10, Inserting 1,Inserting 5,Inserting 10, Updating 1,Updating 5,Updating 10, Deleting 1,Deleting 5,Deleting  10, 10 Simul. Readers,50 Simul. Reader,100 Simul. Readers,10 Simul. Tasks,50 Simul. Tasks,100 Simul. Tasks,10 Simul. Transactions,50 Simul. Transactions,100 Simul. Transactions
2.00225,5.39316,1.36677,0.798758,7.96332,1.70719,0.920451,8.76593,1.85051,0.965864,5.32548,0.950825,0.524668,0.925847,0.373248,0.33034,1.12166,0.410117,0.349053
