Read Num,Threads,Runs,Time Elapsed (sec)
1,1,1,0.007444
2,1,1,0.006191
3,1,1,0.006016


Read Num,Threads,Runs,Time Elapsed (sec)
1,5,1,0.005459
2,5,1,0.00596
3,5,1,0.005658


Read Num,Threads,Runs,Time Elapsed (sec)
1,10,1,0.005983
2,10,1,0.006068
3,10,1,0.006146


Insert Num,Threads,Runs,Time Elapased (sec)
1,1,1,0.006326
2,1,1,0.00666
3,1,1,0.006531


Insert Num,Threads,Runs,Time Elapased (sec)
1,5,1,0.006688
2,5,1,0.006457
3,5,1,0.006479


Insert Num,Threads,Runs,Time Elapased (sec)
1,10,1,0.006321
2,10,1,0.006855
3,10,1,0.006331


Update Num,Threads,Runs,Time Elapsed (sec)
1,1,1,0.006862
2,1,1,0.007136
3,1,1,0.006748


Update Num,Threads,Runs,Time Elapsed (sec)
1,5,1,0.006504
2,5,1,0.006441
3,5,1,0.006521


Update Num,Threads,Runs,Time Elapsed (sec)
1,10,1,0.007105
2,10,1,0.007011
3,10,1,0.007105


Delete Num,Threads,Runs,Time Elapsed (sec)
1,1,1,0.006461
2,1,1,0.007284
3,1,1,0.006513


Delete Num,Threads,Runs,Time Elapsed (sec)
1,5,1,0.006514
2,5,1,0.006509
3,5,1,0.006185


Delete Num,Threads,Runs,Time Elapsed (sec)
1,10,1,0.006214
2,10,1,0.006645
3,10,1,0.006236


10 Simul. Tasks Num,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,10,1,0.007009
2,10,1,0.006912
3,10,1,0.006886


50 Simul. Tasks Num,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,50,1,0.007211
2,50,1,0.006734
3,50,1,0.006639


100 Simul. Tasks Num,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,100,1,0.006796
2,100,1,0.006833
3,100,1,0.006126


10 Simul. Transactions,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,10,1,0.006921
2,10,1,0.006827
3,10,1,0.007154


50 Simul. Transactions,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,50,1,0.007023
2,50,1,0.00713
3,50,1,0.007137


100 Simul. Transactions,Threads,Runs,Time Elapsed (sec),Average Time per Tasks
1,100,1,0.006385
2,100,1,0.00665
3,100,1,0.007018


