Timestamp,Reading,Inserting,Updating,Deleting,10 Simul. Tasks,50 Simul. Task,100 Simul. Task,10 Simul. Transactions,50 Simul. Transaction,100 Simul. Transaction
0.0134822,0.079049,0.09892,0.104467,0.065693,0.103797,0.050072,0.067964,0.119239,0.054457,0.063981
0.027331,0.078636,0.102102,0.112819,0.066421,0.118215,0.05926,0.056009,0.123353,0.055575,0.057259
